event,timestamp_ns
pattern_start,1757933715690065144
fixation_start,1757933716056118336
fixation_end,1757933718056520701
fixation_start,1757933718404697303
fixation_end,1757933720405008130
fixation_start,1757933720741037356
fixation_end,1757933722741422281
fixation_start,1757933723084259135
fixation_end,1757933725084680325
fixation_start,1757933725433885391
fixation_end,1757933727435106922
pattern_end,1757933729435459289
