image,px,py
00_001974.jpg,198.87926483154297,198.6834259033203
00_001976.jpg,200.23729705810547,198.7041416168213
00_001978.jpg,199.4729232788086,199.0902805328369
00_001979.jpg,199.35246086120605,198.1147174835205
00_001980.jpg,199.1362648010254,198.20378494262695
00_001981.jpg,199.62769317626953,198.7210464477539
00_001983.jpg,199.92095565795898,199.2654151916504
00_001984.jpg,199.12549209594727,198.21898078918457
00_001985.jpg,200.15571403503418,198.78096771240234
00_001986.jpg,200.29091262817383,198.82114601135254
00_001987.jpg,199.70606994628906,198.23200798034668
00_001988.jpg,199.69806289672852,198.37428283691406
00_001989.jpg,200.85886192321777,199.2972640991211
00_001992.jpg,200.74578285217285,199.12102508544922
00_001993.jpg,199.88274574279785,198.57518196105957
00_001994.jpg,198.98967933654785,198.59745407104492
01_001999.jpg,200.23399543762207,201.32801818847656
01_002000.jpg,200.18513679504395,200.9688720703125
01_002001.jpg,200.46235466003418,200.96741104125977
01_002002.jpg,200.48074531555176,200.93568801879883
01_002003.jpg,200.51383018493652,200.83062744140625
01_002004.jpg,200.15101051330566,200.8449764251709
01_002005.jpg,200.3505859375,200.69434356689453
01_002006.jpg,200.49923133850098,200.70625114440918
01_002009.jpg,200.97901916503906,200.50220489501953
01_002010.jpg,201.41246795654297,201.06332397460938
01_002011.jpg,200.0550136566162,200.8366184234619
01_002012.jpg,201.08053588867188,201.54614448547363
01_002014.jpg,200.85342597961426,201.23481559753418
01_002015.jpg,201.01177978515625,201.02005004882812
01_002017.jpg,200.4825954437256,200.75393676757812
01_002018.jpg,200.7365016937256,200.77569198608398
01_002019.jpg,200.31334495544434,201.38248252868652
02_002024.jpg,204.16723251342773,202.93639183044434
02_002025.jpg,203.60250854492188,202.5353183746338
02_002026.jpg,203.73646545410156,202.35405158996582
02_002027.jpg,203.21442794799805,202.18856239318848
02_002028.jpg,203.93171310424805,201.63313674926758
02_002029.jpg,204.01067352294922,202.12276458740234
02_002031.jpg,203.38219451904297,201.09200477600098
02_002032.jpg,203.17830276489258,200.4070987701416
02_002033.jpg,203.20677947998047,201.19011116027832
02_002034.jpg,203.30511474609375,201.40997886657715
02_002036.jpg,203.54970932006836,200.4195899963379
02_002037.jpg,204.70680236816406,201.8161334991455
02_002038.jpg,203.52205276489258,201.1780242919922
02_002039.jpg,204.4498176574707,202.07241439819336
02_002040.jpg,203.74737167358398,201.65993118286133
02_002041.jpg,203.44504928588867,201.61242485046387
02_002042.jpg,204.64817810058594,201.9964427947998
02_002043.jpg,203.34480667114258,201.47626876831055
02_002044.jpg,202.8216781616211,201.04752922058105
03_002049.jpg,207.65618896484375,201.26118087768555
03_002050.jpg,207.8386116027832,201.86281776428223
03_002051.jpg,207.93060302734375,202.05103874206543
03_002052.jpg,208.14297103881836,202.04196739196777
03_002053.jpg,207.55765533447266,201.30989837646484
03_002054.jpg,207.05607986450195,201.25403213500977
03_002055.jpg,207.9635467529297,202.18257522583008
03_002056.jpg,208.15265655517578,202.5444107055664
03_002057.jpg,208.1939926147461,202.19844245910645
03_002059.jpg,207.77500534057617,202.00715255737305
03_002060.jpg,208.23913192749023,201.8180809020996
03_002062.jpg,207.7698516845703,202.21558570861816
03_002063.jpg,208.07465744018555,202.17066383361816
03_002064.jpg,208.50830841064453,202.5283432006836
03_002065.jpg,207.89034271240234,201.46185493469238
03_002066.jpg,208.1108169555664,201.52194786071777
03_002068.jpg,207.1031036376953,200.79166984558105
03_002069.jpg,208.21936798095703,201.32843017578125
04_002074.jpg,210.03574752807617,200.11905670166016
04_002075.jpg,210.7835235595703,200.42196655273438
04_002076.jpg,210.89962768554688,200.5496006011963
04_002077.jpg,210.70410537719727,201.13520050048828
04_002078.jpg,210.6076202392578,199.91486358642578
04_002079.jpg,210.76331329345703,200.57387161254883
04_002080.jpg,210.3788299560547,200.18991470336914
04_002081.jpg,211.02002334594727,201.44979858398438
04_002082.jpg,211.18984985351562,201.1300563812256
04_002083.jpg,211.11354446411133,201.28460311889648
04_002085.jpg,211.2239646911621,200.93512344360352
04_002086.jpg,211.8075942993164,201.48895263671875
04_002087.jpg,210.6386604309082,199.81343269348145
04_002088.jpg,210.85840606689453,200.0232048034668
04_002089.jpg,210.76068496704102,199.97743034362793
04_002090.jpg,210.82863235473633,200.1733341217041
04_002091.jpg,210.73250579833984,200.10926055908203
04_002092.jpg,211.4374656677246,200.97054862976074
04_002093.jpg,210.91291427612305,200.7687816619873
04_002094.jpg,211.61117553710938,201.18784141540527
05_002099.jpg,212.74381637573242,200.4028091430664
05_002100.jpg,211.73669815063477,198.48132514953613
05_002101.jpg,212.49359512329102,199.26604080200195
05_002102.jpg,212.3801727294922,198.72676467895508
05_002103.jpg,213.00244522094727,199.73356246948242
05_002105.jpg,212.8958282470703,199.6983585357666
05_002106.jpg,212.14482879638672,198.4556884765625
05_002107.jpg,212.66655731201172,199.00775718688965
05_002109.jpg,212.33950424194336,198.97760581970215
05_002113.jpg,211.8407096862793,197.2633457183838
05_002114.jpg,212.60006713867188,198.62400245666504
05_002115.jpg,212.1530303955078,198.52783012390137
05_002116.jpg,211.59492111206055,197.91599655151367
05_002118.jpg,211.40355682373047,197.82997512817383
06_002124.jpg,211.22275161743164,198.39010047912598
06_002125.jpg,211.49323272705078,198.27271842956543
06_002126.jpg,211.01740264892578,197.2616786956787
06_002127.jpg,211.52151489257812,198.03448486328125
06_002128.jpg,211.42649459838867,198.92608642578125
06_002129.jpg,210.30722045898438,195.96782875061035
06_002130.jpg,211.0474395751953,197.2963352203369
06_002131.jpg,210.5336570739746,196.50232124328613
06_002132.jpg,210.4408187866211,196.49711418151855
06_002134.jpg,210.60394668579102,196.68574333190918
06_002135.jpg,210.5642852783203,195.98461151123047
06_002136.jpg,211.07276916503906,196.79587173461914
06_002137.jpg,211.22591400146484,198.4738426208496
06_002138.jpg,211.31744766235352,197.19512367248535
06_002139.jpg,211.68960571289062,198.5316333770752
06_002140.jpg,210.873046875,196.09682846069336
06_002141.jpg,211.22333145141602,196.86304664611816
06_002144.jpg,211.10625076293945,196.53277587890625
07_002150.jpg,208.5388946533203,197.02582168579102
07_002151.jpg,207.37964248657227,196.19365692138672
07_002152.jpg,206.97072982788086,195.75052070617676
07_002154.jpg,206.89378356933594,195.36830711364746
07_002155.jpg,207.0393524169922,195.68263053894043
07_002157.jpg,208.27024841308594,196.91444396972656
07_002158.jpg,206.85114288330078,195.5443515777588
07_002159.jpg,206.82920455932617,196.13800048828125
07_002161.jpg,207.26160430908203,196.11044311523438
07_002162.jpg,207.05603790283203,195.4389133453369
07_002164.jpg,207.45172882080078,196.01036262512207
07_002167.jpg,207.0384521484375,195.72528648376465
07_002168.jpg,206.9615821838379,195.99870109558105
07_002169.jpg,207.12154006958008,195.56007957458496
07_002170.jpg,207.2378273010254,195.83125114440918
08_002174.jpg,204.4966697692871,196.7505226135254
08_002175.jpg,203.85515975952148,196.0023899078369
08_002177.jpg,203.5527229309082,196.70132446289062
08_002178.jpg,203.54905700683594,196.40760803222656
08_002179.jpg,202.9550323486328,196.27086067199707
08_002180.jpg,203.00336074829102,196.10537147521973
08_002181.jpg,203.4755859375,196.61808967590332
08_002183.jpg,203.07461166381836,196.02312850952148
08_002184.jpg,203.1632194519043,196.1894245147705
08_002185.jpg,203.3079833984375,195.95759201049805
08_002187.jpg,202.98334503173828,195.9469509124756
08_002188.jpg,202.9045295715332,196.14409637451172
08_002189.jpg,203.11102294921875,196.2994899749756
08_002190.jpg,202.86346817016602,196.38686180114746
08_002191.jpg,203.05124282836914,196.04723930358887
08_002192.jpg,203.37291717529297,196.74104118347168
08_002193.jpg,203.10391998291016,196.15307235717773
08_002195.jpg,203.00479125976562,196.09132385253906
09_002199.jpg,201.54162216186523,197.59980010986328
09_002200.jpg,200.0101318359375,197.52351760864258
09_002201.jpg,200.37915229797363,197.81742095947266
09_002205.jpg,200.11902618408203,197.4265651702881
09_002208.jpg,201.5557632446289,198.22876739501953
09_002210.jpg,202.18730926513672,197.75178909301758
09_002211.jpg,201.58589553833008,197.86807250976562
09_002212.jpg,200.83190155029297,197.4897060394287
09_002214.jpg,201.6156997680664,197.7716770172119
09_002215.jpg,200.9844799041748,197.57730293273926
09_002216.jpg,201.83021926879883,197.6411247253418
